speciesA,speciesB,RI,,,
Quercus tomentella,Quercus berberidifolia,1,,,
Quercus tomentella,Quercus douglasii,1,,,
Quercus tomentella,Quercus john-tuckeri,1,,,
Quercus tomentella,Quercus cornelius-mulleri,1,,,
Quercus tomentella,Quercus dumosa,1,,,
Quercus tomentella,Quercus turbinella,1,,,
Quercus chrysolepis,Quercus sadleriana,1,,,
Quercus chrysolepis,Quercus lobata,1,,,
Quercus chrysolepis,Quercus garryana,1,,,
Quercus chrysolepis,Quercus engelmannii,1,,,
Quercus chrysolepis,Quercus durata,1,,,
Quercus chrysolepis,Quercus berberidifolia,1,,,
Quercus chrysolepis,Quercus douglasii,1,,,
Quercus chrysolepis,Quercus john-tuckeri,1,,,
Quercus chrysolepis,Quercus cornelius-mulleri,1,,,
Quercus chrysolepis,Quercus dumosa,1,,,
Quercus chrysolepis,Quercus pungens,1,,,
Quercus chrysolepis,Quercus rugosa,1,,,
Quercus chrysolepis,Quercus grisea,1,,,
Quercus chrysolepis,Quercus oblongifolia,1,,,
Quercus chrysolepis,Quercus toumeyi,1,,,
Quercus chrysolepis,Quercus turbinella,1,,,
Quercus sadleriana,Quercus garryana,1,,,
Quercus sadleriana,Quercus berberidifolia,1,,,
Quercus sadleriana,Quercus douglasii,1,,,
Quercus fusiformis,Quercus muehlenbergii,1,,,
Quercus fusiformis,Quercus michauxii,1,,,
Quercus fusiformis,Quercus mohriana,1,,,
Quercus fusiformis,Quercus polymorpha,1,,,
Quercus fusiformis,Quercus laceyi,1,,,
Quercus fusiformis,Quercus vaseyana,1,,,
Quercus fusiformis,Quercus pungens,1,,,
Quercus fusiformis,Quercus sinuata,1,,,
Quercus fusiformis,Quercus stellata,1,,,
Quercus fusiformis,Quercus potosina,1,,,
Quercus fusiformis,Quercus striatula,1,,,
Quercus fusiformis,Quercus glabrescens,1,,,
Quercus fusiformis,Quercus rugosa,1,,,
Quercus fusiformis,Quercus greggii,1,,,
Quercus fusiformis,Quercus diversifolia,1,,,
Quercus fusiformis,Quercus glaucoides,1,,,
